parameter,mean,sd,0.025quant,0.5quant,0.975quant,mode
size for the nbinomial observations (1/overdispersion),1.8366305914190078,2.208119404065366,0.26763984887784664,1.1866429384515715,7.506208531903277,0.6007738467346058
Range for spatial,584.0719284750345,387.1003541121041,150.0218962059159,486.51554121867645,1598.4140134406114,338.8899708529906
Stdev for spatial,0.8162905639745074,0.2739113657206226,0.3889315791542458,0.7793263187676697,1.4540396653515744,0.7118628614944601
