parameter,mean,sd,0.025quant,0.5quant,0.975quant,mode
size for the nbinomial observations (1/overdispersion),1.909522516357251,2.2632324925126897,0.2863902274772748,1.24338102609905,7.734964072217852,0.6376480114399163
Range for spatial,617.9902832757424,411.30591062189893,162.59820632607028,513.2124049133722,1699.80038893356,358.7248439213818
Stdev for spatial,0.8194819311962395,0.2614352185683839,0.4062622401353174,0.785879589794976,1.4239915688394074,0.7250730114272695
