parameter,mean,sd,0.025quant,0.5quant,0.975quant,mode
size for the nbinomial observations (1/overdispersion),6.505727175729476,0.9225090046294923,4.8874419674586145,6.438445605012252,8.512183527214706,6.300892925285015
Range for spatial,1203.7131045607493,610.1908694828918,327.25017103160013,1095.0539323184948,2644.2865019548435,849.154943923778
Stdev for spatial,1.0584497072607513,0.10751065061575689,0.8622748084848547,1.0531485147961959,1.2851358250958003,1.0428697103462083
