model,family,spatial,note,dic,p_dic,waic,p_waic,marginal_loglik,cpo_failure_rate,zi_prob_mean,nb_size_mean,spatial_range_mean_m,spatial_sd_mean,mesh_vertices,delta_waic,delta_dic
nb_spatial_month,nbinomial,TRUE,NA,2037.1625810200248,60.0366720305085,2037.4054608294089,51.39465578905954,-1095.0174450687084,0,NA,6.505721786393317,1203.7328701750819,1.0584552308628568,33512,0,0
zinb_spatial_month,zeroinflatednbinomial1,TRUE,NA,2040.563103320882,60.54545131797249,2040.3398027284402,51.43157961321072,-1099.4156037862997,0,0.0039745584572523085,6.504361415395159,1203.8271867596798,1.0584454033566888,33512,2.934341899031324,3.4005223008571193
poisson_spatial_month,poisson,TRUE,NA,2188.885434583889,-89.17640583402499,2843.607110503674,318.20464770504515,-1355.4910040034115,0.005813953488372093,NA,NA,1211.5970704634028,1.09592532092062,33512,806.2016496742651,151.7228535638642
