level,stat,observed,sim_median,sim_q025,sim_q975,pass,method
model_row,total_events,2805,2831,2681,2987,TRUE,joint_posterior
model_row,zero_fraction,0.008620689655172414,0.0603448275862069,0.02586206896551724,0.09482758620689655,FALSE,joint_posterior
model_row,max_count,487,483,426,549,TRUE,joint_posterior
camera,total_events,2805,2831,2681,2987,TRUE,joint_posterior
camera,zero_fraction,0,0,0,0.03333333333333333,TRUE,joint_posterior
camera,max_count,487,483,426,549,TRUE,joint_posterior
