model,family,spatial,note,dic,p_dic,waic,p_waic,marginal_loglik,cpo_failure_rate,zi_prob_mean,nb_size_mean,spatial_range_mean_m,spatial_sd_mean,mesh_vertices,mesh_cutoff_m,mesh_max_edge_inner_m,mesh_max_edge_outer_m,delta_waic
final_current_mesh,poisson,TRUE,current,678.5865567849892,58.06155443071134,697.6632935127623,56.610864315442704,-422.8999761221173,0.20689655172413793,NA,NA,2615.26063598661,1.2318720055850239,33484,150,300,3000,0.011249861316287024
final_finer_mesh,poisson,TRUE,finer,678.6326292900839,58.06656975005728,697.7270918858345,56.625481202096395,-422.82675069367446,0.19827586206896552,NA,NA,2574.9121953687054,1.239235381847044,61761,105,210,2100,0.07504823438853236
final_coarser_mesh,poisson,TRUE,coarser,678.5609770149593,58.074349582570676,697.652043651446,56.62301106952585,-422.8069091709046,0.19827586206896552,NA,NA,2626.2567250719644,1.217753409590773,17544,217.5,435,4350,0
