model,family,spatial,note,dic,p_dic,waic,p_waic,marginal_loglik,cpo_failure_rate,zi_prob_mean,nb_size_mean,spatial_range_mean_m,spatial_sd_mean,mesh_vertices,prior_variant,intercept_prior_mean,intercept_prior_sd,spatial_sd_prior_sigma0,spatial_sd_prior_prob_above,spatial_range_prior_range0,spatial_range_prior_prob_below,zi_prior_center,zi_prior_logit_sd,nb_logsize_prior_mean,nb_logsize_prior_sd,delta_waic,delta_dic
prior_extra_wide_spatial_sd,poisson,TRUE,"extra-wide spatial SD prior, checks robustness beyond final prior",678.565872123202,58.07675215896711,697.6174234806143,56.60198357059202,-422.75017828249037,0.20689655172413793,NA,NA,2625.0266144350776,1.2369152241227508,33484,extra_wide_spatial_sd,0.4528635439883298,2.5,2.5,0.05,2500,0.5,0.05000000000000001,1.5,0.6931471805599453,2,0,0
prior_final_current,poisson,TRUE,"final selected NB priors: spatial SD prior, current range, broad log-size prior",678.5865567849892,58.06155443071134,697.6632935127623,56.610864315442704,-422.8999761221173,0.20689655172413793,NA,NA,2615.26063598661,1.2318720055850239,33484,final_current,0.4528635439883298,2.5,2,0.05,2500,0.5,0.05000000000000001,1.5,0.6931471805599453,2,0.045870032147945494,0.020684661787186087
prior_shorter_spatial_range,poisson,TRUE,shorter spatial-range prior median,678.5865567849892,58.06155443071134,697.6632935127623,56.610864315442704,-422.8999761221173,0.20689655172413793,NA,NA,2615.26063598661,1.2318720055850239,33484,shorter_spatial_range,0.4528635439883298,2.5,2,0.05,2500,0.5,0.05000000000000001,1.5,0.6931471805599453,2,0.045870032147945494,0.020684661787186087
prior_wider_spatial_range,poisson,TRUE,wider spatial-range prior median,678.6811168007113,57.88212735969569,697.7185240946732,56.497941501343334,-423.5673128921113,0.19827586206896552,NA,NA,3109.0956904050763,1.25216345775311,33484,wider_spatial_range,0.4528635439883298,2.5,2,0.05,10000,0.5,0.05000000000000001,1.5,0.6931471805599453,2,0.10110061405885062,0.11524467750928125
prior_wider_spatial_sd_1p5,poisson,TRUE,wider spatial SD prior for comparison,678.6223188426596,58.03583167773843,697.7396279518988,56.62510773054732,-423.22927021506166,0.20689655172413793,NA,NA,2598.324141340596,1.2235126703442387,33484,wider_spatial_sd_1p5,0.4528635439883298,2.5,1.5,0.05,2500,0.5,0.05000000000000001,1.5,0.6931471805599453,2,0.12220447128447631,0.05644671945765367
prior_tighter_original_like,poisson,TRUE,tighter original-like spatial SD and broad intercept priors,678.6959075040329,57.92379026433582,697.9488071923734,56.65497182488613,-425.8774442795768,0.19827586206896552,NA,NA,2552.9268887291814,1.2003398509720908,33484,tighter_original_like,0,10,0.85,0.05,2500,0.5,0.2689414213699951,2.23606797749979,0.6931471805599453,2,0.33138371175903103,0.13003538083091826
