parameter,mean,sd,0.025quant,0.5quant,0.975quant,mode
size for the nbinomial observations (1/overdispersion),1.73261021015012,0.3630285707607524,1.1355385598145724,1.693150894853415,2.558423640780474,1.613508308671666
Range for spatial,2965.3473105940943,1045.5101986976742,1336.8654439369507,2823.257777415321,5394.184827140078,2560.6402981515585
Stdev for spatial,1.183587070223429,0.1655379184176578,0.8904996289596654,1.1724292191764656,1.5409372457118882,1.1508667471906961
