level,metric,value
model_row,mean_log_predictive_density,-1.3753063969589374
model_row,rmse_count,2.8682340648440725
model_row,rmse_rate_per100,36.352146623804074
model_row,coverage_90,0.9551020408163265
camera,rmse_count,14.413903669078737
camera,rmse_rate_per100,16.053355141309865
camera,coverage_90,0.95
