survey,prefix,model,family,cameras,model_rows,events,effort_days,month_effect,diagnostics_ok,spatial_cv_run,run_profile
2023,wolf_2023,nb_spatial_month,nbinomial,60,490,586,5222.195358796296,TRUE,TRUE,TRUE,final
