month,model_rows,source_deployments,cameras,events,effort_days,rate_per_100
2023-07,131,131,60,155,1544.2967592592593,10.036930989504093
2023-08,176,176,60,163,1780.0350810185184,9.157122898203388
2023-09,125,125,60,253,1742.8704282407407,14.516282788467475
2023-10,58,58,58,15,154.99309027777778,9.6778507823265425
