model,family,spatial,note,dic,p_dic,waic,p_waic,marginal_loglik,cpo_failure_rate,zi_prob_mean,nb_size_mean,spatial_range_mean_m,spatial_sd_mean,mesh_vertices,mesh_cutoff_m,mesh_max_edge_inner_m,mesh_max_edge_outer_m,delta_waic
final_current_mesh,nbinomial,TRUE,current,2679.3458743636497,62.63528072438339,2683.4678634780876,58.90918748110389,-1440.437342677963,0,NA,12.642574874963673,1348.7174481746436,1.1600801174866933,33506,150,300,3000,0.057524015573108045
final_finer_mesh,nbinomial,TRUE,finer,2679.342044887519,62.61699371487384,2683.4764709109454,58.9044259934661,-1440.2995504109886,0,NA,12.64090115565605,1539.4745362771566,1.1818063758603798,61786,105,210,2100,0.06613144843095142
final_coarser_mesh,nbinomial,TRUE,coarser,2679.3164025203605,62.682433476396,2683.4103394625145,58.92611128103927,-1440.4279778921882,0,NA,12.63784198114087,1666.2845211369136,1.1488316941328744,17590,217.5,435,4350,0
