model,family,spatial,note,dic,p_dic,waic,p_waic,marginal_loglik,cpo_failure_rate,zi_prob_mean,nb_size_mean,spatial_range_mean_m,spatial_sd_mean,mesh_vertices,delta_waic,delta_dic
nb_spatial_month,nbinomial,TRUE,NA,2679.3472480199407,62.63610921690679,2683.468556564496,58.909312273380586,-1440.4369346122867,0,NA,12.642591417214483,1348.9677639242032,1.160194311088696,33506,0,0
zinb_spatial_month,zeroinflatednbinomial1,TRUE,NA,2682.6103518953814,62.97429836924675,2686.2468700661952,58.79624532359127,-1445.0373271182789,0,0.003490630761824885,12.65253022979248,1350.1509733426562,1.159822400906911,33506,2.7783135016993583,3.26310387544072
poisson_spatial_month,poisson,TRUE,NA,2854.636828418006,56.02831617669426,3056.0712294733676,187.39255481094312,-1555.7568519349522,0.01020408163265306,NA,NA,1350.5062961308768,1.1728699555887714,33506,372.6026729088717,175.28958039806548
