month,model_rows,source_deployments,cameras,events,effort_days,rate_per_100
2023-07,131,131,60,2268,1544.2967592592593,146.86296441416312
2023-08,176,176,60,3058,1780.0350810185184,171.79436701046603
2023-09,125,125,60,2724,1742.8704282407407,156.2938905762269
2023-10,58,58,58,234,154.99309027777778,150.97447220429405
