model,family,spatial,note,dic,p_dic,waic,p_waic,marginal_loglik,cpo_failure_rate,zi_prob_mean,nb_size_mean,spatial_range_mean_m,spatial_sd_mean,mesh_vertices,mesh_cutoff_m,mesh_max_edge_inner_m,mesh_max_edge_outer_m,delta_waic
final_current_mesh,poisson,TRUE,current,423.38846002423304,43.43536786255618,432.37922720356465,40.013480984876175,-234.70833979444976,0.6896551724137931,NA,NA,4038.7268242920154,0.8961427961681355,19120,200,400,3000,0
final_finer_mesh,poisson,TRUE,finer,423.9965645272315,43.437583071287236,433.2682390151052,40.218608316687416,-234.72801217250972,0.6810344827586207,NA,NA,4021.4534239635263,0.9004447049110181,35258,140,280,2100,0.8890118115405699
final_coarser_mesh,poisson,TRUE,coarser,423.94736909700134,43.503857183309606,432.8258792884766,39.999679973757935,-234.8723357317519,0.6724137931034483,NA,NA,4135.282475102326,0.8881328433908122,10057,290,580,4350,0.446652084911932
