model,family,spatial,note,dic,p_dic,waic,p_waic,marginal_loglik,cpo_failure_rate,zi_prob_mean,nb_size_mean,spatial_range_mean_m,spatial_sd_mean,mesh_vertices,prior_variant,intercept_prior_mean,intercept_prior_sd,spatial_sd_prior_sigma0,spatial_sd_prior_prob_above,spatial_range_prior_range0,spatial_range_prior_prob_below,zi_prior_center,zi_prior_logit_sd,nb_logsize_prior_mean,nb_logsize_prior_sd,delta_waic,delta_dic
prior_wider_spatial_range,poisson,TRUE,wider spatial-range prior median,423.07518315371044,43.01992232232834,431.82642351437977,39.59075588525434,-234.96606053062237,0.6810344827586207,NA,NA,4522.4194130898995,0.9139461774310015,19120,wider_spatial_range,-1.7725624684590977,2.5,2,0.05,10000,0.5,0.05000000000000001,1.5,0.6931471805599453,2,0,0
prior_extra_wide_spatial_sd,poisson,TRUE,"extra-wide spatial SD prior, checks robustness beyond final prior",423.32821662850114,43.5367887665671,432.3250853898333,40.07495005281181,-234.65758705601425,0.6896551724137931,NA,NA,4069.3191690374933,0.9027468814852211,19120,extra_wide_spatial_sd,-1.7725624684590977,2.5,2.5,0.05,5000,0.5,0.05000000000000001,1.5,0.6931471805599453,2,0.4986618754535357,0.2530334747906977
prior_final_current,poisson,TRUE,"final selected NB priors: spatial SD prior, current range, broad log-size prior",423.38846002423304,43.43536786255618,432.37922720356465,40.013480984876175,-234.70833979444976,0.6896551724137931,NA,NA,4038.7268242920154,0.8961427961681355,19120,final_current,-1.7725624684590977,2.5,2,0.05,5000,0.5,0.05000000000000001,1.5,0.6931471805599453,2,0.5528036891848842,0.3132768705225999
prior_wider_spatial_sd_1p5,poisson,TRUE,wider spatial SD prior for comparison,423.4854050557608,43.27010311568597,432.4688952362146,39.91490048811271,-234.871930155417,0.6724137931034483,NA,NA,3991.2077807586747,0.8855862418779411,19120,wider_spatial_sd_1p5,-1.7725624684590977,2.5,1.5,0.05,5000,0.5,0.05000000000000001,1.5,0.6931471805599453,2,0.6424717218348519,0.4102219020503526
prior_tighter_original_like,poisson,TRUE,tighter original-like spatial SD and broad intercept priors,423.77923848512916,42.76851428264558,432.74189332773886,39.615543002181404,-237.0491874192448,0.6724137931034483,NA,NA,3867.9881216845224,0.8566442792864644,19120,tighter_original_like,0,10,0.85,0.05,5000,0.5,0.2689414213699951,2.23606797749979,0.6931471805599453,2,0.9154698133590955,0.704055331418715
prior_shorter_spatial_range,poisson,TRUE,shorter spatial-range prior median,423.79687807187616,43.81174252268528,433.01510668557876,40.409802796852894,-234.81066650649618,0.6810344827586207,NA,NA,3730.1449076789445,0.8862855073726164,19120,shorter_spatial_range,-1.7725624684590977,2.5,2,0.05,2500,0.5,0.05000000000000001,1.5,0.6931471805599453,2,1.1886831711989885,0.7216949181657242
