survey,prefix,model,family,cameras,model_rows,events,effort_days,month_effect,diagnostics_ok,spatial_cv_run,run_profile
wolf_march_2024,wolf_march_2024,poisson_spatial,poisson,60,116,303,1783.4327083333333,TRUE,TRUE,TRUE,final
