parameter,mean,sd,0.025quant,0.5quant,0.975quant,mode
Range for spatial,4038.7268242920154,1406.9580624599282,1898.587434839402,3832.4539716265426,7364.879066249419,3452.5604363133257
Stdev for spatial,0.8961427961681355,0.1448711979296509,0.6437979703153213,0.8850096618028606,1.2126221582961279,0.8637372399951023
