level,stat,observed,sim_median,sim_q025,sim_q975,pass,method
model_row,total_events,303,320,268,372,TRUE,joint_posterior
model_row,zero_fraction,0.3017241379310345,0.28448275862068967,0.21551724137931033,0.3620689655172414,TRUE,joint_posterior
model_row,max_count,22,22,14,34,TRUE,joint_posterior
camera,total_events,303,320,268,372,TRUE,joint_posterior
camera,zero_fraction,0.16666666666666666,0.1,0.03333333333333333,0.18333333333333332,TRUE,joint_posterior
camera,max_count,27,27,18,41,TRUE,joint_posterior
